afgahg,Plugin Name,DNS Name,dfg,IP Address,Repository,Severity
EOL-300169,CentOS Linux SEoL (5.x),node-cedar-09699.assets.local,EOL-8303,10.24.37.227,ALP-ADMIN-SVC,Critical
EOL-232290,Red Hat Enterprise Linux SEoL (6.x),web-vector-12781.ops.local,EOL-3529,10.24.49.237,BRA-INGEST-SYS,High
EOL-260940,CentOS Linux SEoL (4.x),portal-echo-15087.test.internal,EOL-4188,10.24.58.239,BRA-INGEST-SYS,High
EOL-951223,Ubuntu Linux SEoL (16.04),etl-zenith-09649.corp.local,EOL-8417,10.24.37.177,BRA-INGEST-SYS,High
EOL-718167,Red Hat Enterprise Linux SEoL (6.x),cache-zenith-01361.example.internal,EOL-9253,10.24.5.81,BRA-INGEST-SYS,High
EOL-964785,CentOS Linux SEoL (3.x),api-harbor-00246.example.internal,EOL-7843,10.24.0.246,BRA-INGEST-SYS,High
EOL-165817,CentOS Linux SEoL (3.x),jump-falcon-06443.corp.local,EOL-4277,10.24.25.43,BRA-INGEST-SYS,Critical
EOL-289202,CentOS Linux SEoL (5.x),portal-summit-00818.test.internal,EOL-1355,10.24.3.50,BRA-INGEST-SYS,High
EOL-539987,Ubuntu Linux SEoL (16.04),proxy-pixel-13890.labs.local,EOL-4460,10.24.54.66,BRA-INGEST-SYS,Critical
EOL-559474,Windows Server SEoL (2008 R2),batch-zenith-03393.assets.local,EOL-4869,10.24.13.65,BRA-INGEST-SYS,High
EOL-520077,Red Hat Enterprise Linux SEoL (6.x),cache-pixel-14506.assets.local,EOL-3224,10.24.56.170,BRA-INGEST-SYS,High
EOL-503116,Red Hat Enterprise Linux SEoL (6.x),jump-bravo-10939.test.internal,EOL-6949,10.24.42.187,BRA-INGEST-SYS,High
EOL-358211,Ubuntu Linux SEoL (16.04),svc-ember-00120.corp.local,EOL-7557,10.24.0.120,BRA-INGEST-SYS,Critical
EOL-674760,CentOS Linux SEoL (3.x),queue-orion-14451.example.internal,EOL-2871,10.24.56.115,BRA-INGEST-SYS,Critical
EOL-847889,Ubuntu Linux SEoL (16.04),proxy-bravo-01836.corp.local,EOL-4651,10.24.7.44,BRA-INGEST-SYS,Critical
EOL-149082,Ubuntu Linux SEoL (16.04),api-atlas-03344.assets.local,EOL-3644,10.24.13.16,BRA-INGEST-SYS,High
EOL-974003,Red Hat Enterprise Linux SEoL (6.x),dmz-bravo-10592.assets.local,EOL-5474,10.24.41.96,BRA-INGEST-SYS,High
EOL-753009,Oracle Linux SEoL (6.x),dmz-bravo-01715.ops.local,EOL-6055,10.24.6.179,BRA-INGEST-SYS,High
EOL-121599,Windows Server SEoL (2012 R2),node-quartz-18824.labs.local,EOL-3807,10.24.73.136,BRA-INGEST-SYS,High
EOL-318176,Ubuntu Linux SEoL (14.04),svc-harbor-13612.corp.local,EOL-9601,10.24.53.44,BRA-INGEST-SYS,High
EOL-712117,CentOS Linux SEoL (4.x),auth-orion-17155.ops.local,EOL-8376,10.24.67.3,BRA-INGEST-SYS,High
EOL-239332,CentOS Linux SEoL (3.x),web-ember-06300.example.internal,EOL-2431,10.24.24.156,BRA-INGEST-SYS,High
EOL-607682,CentOS Linux SEoL (4.x),portal-summit-09877.ops.local,EOL-5416,10.24.38.149,BRA-INGEST-SYS,Critical
EOL-672353,Windows Server SEoL (2012 R2),svc-atlas-12411.assets.local,EOL-8894,10.24.48.123,BRA-INGEST-SYS,High
EOL-970051,Red Hat Enterprise Linux SEoL (6.x),dmz-orion-01533.example.internal,EOL-9734,10.24.5.253,ALP-NOTIFY-SVC,High
EOL-129282,Ubuntu Linux SEoL (16.04),api-bravo-07754.ops.local,EOL-2122,10.24.30.74,ALP-NOTIFY-SVC,High
EOL-384768,Ubuntu Linux SEoL (16.04),web-falcon-00513.example.internal,EOL-5713,10.24.2.1,ALP-NOTIFY-SVC,Critical
EOL-777676,CentOS Linux SEoL (3.x),node-nova-19738.corp.local,EOL-5615,10.24.77.26,ALP-NOTIFY-SVC,Critical
EOL-206139,CentOS Linux SEoL (5.x),mon-bravo-15647.labs.local,EOL-7596,10.24.61.31,ALP-NOTIFY-SVC,High
EOL-632515,Windows Server SEoL (2012 R2),mon-pixel-17031.test.internal,EOL-4113,10.24.66.135,ALP-NOTIFY-SVC,Critical
EOL-163154,Ubuntu Linux SEoL (14.04),queue-harbor-11019.labs.local,EOL-5837,10.24.43.11,ALP-NOTIFY-SVC,High
EOL-846015,Red Hat Enterprise Linux SEoL (6.x),edge-quartz-10380.ops.local,EOL-2627,10.24.40.140,ALP-NOTIFY-SVC,High
EOL-697280,CentOS Linux SEoL (3.x),etl-falcon-18109.test.internal,EOL-2061,10.24.70.189,ALP-NOTIFY-SVC,High
EOL-108042,CentOS Linux SEoL (4.x),portal-alpha-14834.assets.local,EOL-4383,10.24.57.242,ALP-NOTIFY-SVC,High
EOL-508104,Red Hat Enterprise Linux SEoL (6.x),edge-raven-00131.example.internal,EOL-4958,10.24.0.131,ALP-NOTIFY-SVC,High
EOL-796504,Ubuntu Linux SEoL (14.04),etl-orion-15996.ops.local,EOL-1631,10.24.62.124,ALP-NOTIFY-SVC,High
EOL-546748,CentOS Linux SEoL (3.x),svc-vector-14216.test.internal,EOL-1937,10.24.55.136,ALP-NOTIFY-SVC,High
EOL-649271,Ubuntu Linux SEoL (16.04),jump-harbor-06245.ops.local,EOL-7025,10.24.24.101,ALP-NOTIFY-SVC,High
EOL-120524,Red Hat Enterprise Linux SEoL (6.x),jump-alpha-10664.assets.local,EOL-7162,10.24.41.168,ALP-NOTIFY-SVC,High
EOL-334885,CentOS Linux SEoL (5.x),auth-raven-04753.labs.local,EOL-4020,10.24.18.145,ALP-NOTIFY-SVC,Critical
EOL-394334,CentOS Linux SEoL (5.x),jump-raven-07510.ops.local,EOL-3607,10.24.29.86,ALP-NOTIFY-SVC,High
EOL-847016,Red Hat Enterprise Linux SEoL (6.x),edge-atlas-19519.labs.local,EOL-2769,10.24.76.63,ALP-NOTIFY-SVC,High
EOL-658512,Windows Server SEoL (2008 R2),node-alpha-09912.ops.local,EOL-1433,10.24.38.184,ALP-NOTIFY-SVC,High
EOL-148298,CentOS Linux SEoL (3.x),auth-falcon-11217.corp.local,EOL-6550,10.24.43.209,ALP-NOTIFY-SVC,High
EOL-498419,Windows Server SEoL (2008 R2),db-zenith-08790.labs.local,EOL-2531,10.24.34.86,ALP-NOTIFY-SVC,High
EOL-226295,Oracle Linux SEoL (6.x),dmz-ember-19641.assets.local,EOL-4871,10.24.76.185,ALP-NOTIFY-SVC,Critical
EOL-958842,Red Hat Enterprise Linux SEoL (6.x),jump-alpha-03979.ops.local,EOL-6693,10.24.15.139,ALP-NOTIFY-SVC,High
EOL-234159,CentOS Linux SEoL (4.x),batch-nova-07277.ops.local,EOL-6549,10.24.28.109,ALP-NOTIFY-SVC,High
EOL-774741,Red Hat Enterprise Linux SEoL (6.x),dmz-delta-10138.test.internal,EOL-7862,10.24.39.154,ALP-NOTIFY-SVC,High
EOL-385000,CentOS Linux SEoL (3.x),node-matrix-03265.ops.local,EOL-5397,10.24.12.193,ALP-NOTIFY-SVC,High
EOL-249265,Windows Server SEoL (2012 R2),cache-falcon-14849.example.internal,EOL-5549,10.24.58.1,ALP-NOTIFY-SVC,Critical
EOL-397803,Red Hat Enterprise Linux SEoL (6.x),mon-foxtrot-00933.example.internal,EOL-8427,10.24.3.165,ALP-NOTIFY-SVC,High
EOL-173444,Windows Server SEoL (2012 R2),batch-raven-02826.labs.local,EOL-3805,10.24.11.10,ALP-PROFILE-SYS,Critical
EOL-634007,CentOS Linux SEoL (3.x),batch-orion-14967.example.internal,EOL-4765,10.24.58.119,ALP-PROFILE-SYS,High
EOL-897331,Windows Server SEoL (2012 R2),report-summit-19113.ops.local,EOL-4611,10.24.74.169,ALP-PROFILE-SYS,Critical
EOL-710862,Red Hat Enterprise Linux SEoL (6.x),etl-bravo-01684.ops.local,EOL-3345,10.24.6.148,ALP-PROFILE-SYS,High
EOL-989522,Ubuntu Linux SEoL (16.04),app-matrix-04420.ops.local,EOL-8597,10.24.17.68,ALP-PROFILE-SYS,High
EOL-492360,Ubuntu Linux SEoL (16.04),batch-echo-16008.ops.local,EOL-5999,10.24.62.136,ALP-PROFILE-SYS,High
EOL-295610,Windows Server SEoL (2012 R2),svc-falcon-03948.test.internal,EOL-5377,10.24.15.108,ALP-PROFILE-SYS,High
EOL-488325,CentOS Linux SEoL (4.x),db-orion-15802.assets.local,EOL-9615,10.24.61.186,ALP-PROFILE-SYS,Critical
EOL-798959,Red Hat Enterprise Linux SEoL (6.x),app-ember-01375.corp.local,EOL-8960,10.24.5.95,ALP-PROFILE-SYS,Critical
EOL-566869,Oracle Linux SEoL (6.x),node-foxtrot-06878.example.internal,EOL-9825,10.24.26.222,ALP-PROFILE-SYS,High
EOL-327692,Ubuntu Linux SEoL (16.04),report-foxtrot-07392.example.internal,EOL-4038,10.24.28.224,ALP-PROFILE-SYS,Critical
EOL-711009,Ubuntu Linux SEoL (14.04),report-delta-15611.corp.local,EOL-7674,10.24.60.251,ALP-PROFILE-SYS,High
EOL-982616,CentOS Linux SEoL (4.x),mon-ember-04527.corp.local,EOL-5804,10.24.17.175,ALP-PROFILE-SYS,High
EOL-209314,Windows Server SEoL (2012 R2),svc-atlas-19060.test.internal,EOL-3539,10.24.74.116,ALP-PROFILE-SYS,Critical
EOL-998944,Ubuntu Linux SEoL (16.04),mon-charlie-05022.assets.local,EOL-2579,10.24.19.158,ALP-PROFILE-SYS,Critical
EOL-228116,CentOS Linux SEoL (5.x),mon-quartz-16107.corp.local,EOL-6769,10.24.62.235,ALP-PROFILE-SYS,Critical
EOL-757494,CentOS Linux SEoL (3.x),auth-orion-08534.example.internal,EOL-4527,10.24.33.86,ALP-PROFILE-SYS,High
EOL-836005,Ubuntu Linux SEoL (14.04),svc-falcon-00928.assets.local,EOL-2208,10.24.3.160,ALP-PROFILE-SYS,High
EOL-359053,Ubuntu Linux SEoL (14.04),db-falcon-19312.assets.local,EOL-3718,10.24.75.112,ALP-PROFILE-SYS,Critical
EOL-279689,Windows Server SEoL (2012 R2),db-cedar-00594.example.internal,EOL-9338,10.24.2.82,ALP-PROFILE-SYS,High
EOL-792649,Red Hat Enterprise Linux SEoL (6.x),svc-quartz-04367.example.internal,EOL-1082,10.24.17.15,ALP-PROFILE-SYS,High
EOL-294596,Windows Server SEoL (2012 R2),web-quartz-00871.corp.local,EOL-4756,10.24.3.103,ALP-PROFILE-SYS,High
EOL-892655,Oracle Linux SEoL (6.x),node-quartz-15008.ops.local,EOL-5439,10.24.58.160,ALP-PROFILE-SYS,Critical
EOL-793232,CentOS Linux SEoL (3.x),app-bravo-12962.assets.local,EOL-5763,10.24.50.162,ALP-PROFILE-SYS,High
EOL-634653,Oracle Linux SEoL (6.x),dmz-alpha-15442.ops.local,EOL-2738,10.24.60.82,ALP-PROFILE-SYS,High
EOL-461494,Windows Server SEoL (2008 R2),api-quartz-18813.test.internal,EOL-3658,10.24.73.125,ALP-PROFILE-SYS,Critical
EOL-845389,Windows Server SEoL (2012 R2),web-raven-17014.labs.local,EOL-5927,10.24.66.118,ALP-PROFILE-SYS,High
EOL-793982,Windows Server SEoL (2008 R2),worker-delta-09762.corp.local,EOL-8426,10.24.38.34,ALP-PROFILE-SYS,High
EOL-722545,CentOS Linux SEoL (3.x),etl-vector-16287.labs.local,EOL-3511,10.24.63.159,ALP-PROFILE-SYS,High
EOL-827046,Red Hat Enterprise Linux SEoL (6.x),api-pixel-02722.ops.local,EOL-2310,10.24.10.162,ALP-PROFILE-SYS,High
EOL-660876,CentOS Linux SEoL (3.x),cache-falcon-07312.test.internal,EOL-5663,10.24.28.144,ALP-PROFILE-SYS,High
EOL-291669,Ubuntu Linux SEoL (14.04),int-echo-03407.corp.local,EOL-2013,10.24.13.79,ALP-PROFILE-SYS,High
EOL-891347,Windows Server SEoL (2008 R2),portal-falcon-16845.test.internal,EOL-6081,10.24.65.205,ALP-REPORT-SYS,Critical
EOL-829596,CentOS Linux SEoL (3.x),etl-falcon-10116.example.internal,EOL-1872,10.24.39.132,ALP-REPORT-SYS,Critical
EOL-382655,Windows Server SEoL (2008 R2),etl-falcon-00387.example.internal,EOL-4851,10.24.1.131,ALP-REPORT-SYS,High
EOL-172214,Red Hat Enterprise Linux SEoL (6.x),worker-cedar-11591.ops.local,EOL-9296,10.24.45.71,ALP-REPORT-SYS,Critical
EOL-877435,CentOS Linux SEoL (3.x),mon-bravo-17115.labs.local,EOL-1124,10.24.66.219,ALP-REPORT-SYS,Critical
EOL-231281,Ubuntu Linux SEoL (16.04),svc-charlie-14179.test.internal,EOL-2974,10.24.55.99,ALP-REPORT-SYS,High
EOL-643150,Red Hat Enterprise Linux SEoL (6.x),web-bravo-18780.labs.local,EOL-6835,10.24.73.92,ALP-REPORT-SYS,High
EOL-951748,CentOS Linux SEoL (3.x),report-delta-06298.assets.local,EOL-4270,10.24.24.154,ALP-REPORT-SYS,Critical
EOL-980241,CentOS Linux SEoL (5.x),edge-alpha-04360.example.internal,EOL-4814,10.24.17.8,ALP-REPORT-SYS,Critical
EOL-246871,Red Hat Enterprise Linux SEoL (6.x),int-foxtrot-00320.test.internal,EOL-6631,10.24.1.64,ALP-REPORT-SYS,High
EOL-613820,CentOS Linux SEoL (5.x),jump-cedar-07933.ops.local,EOL-7861,10.24.30.253,ALP-REPORT-SYS,High
EOL-806885,Windows Server SEoL (2008 R2),int-harbor-10923.corp.local,EOL-6157,10.24.42.171,ALP-REPORT-SYS,Critical
EOL-670535,Oracle Linux SEoL (6.x),dmz-quartz-14987.test.internal,EOL-5012,10.24.58.139,ALP-REPORT-SYS,High
EOL-449701,Red Hat Enterprise Linux SEoL (6.x),auth-zenith-15494.example.internal,EOL-6971,10.24.60.134,ALP-REPORT-SYS,High
EOL-707137,CentOS Linux SEoL (3.x),etl-cedar-11978.assets.local,EOL-6849,10.24.46.202,ALP-REPORT-SYS,High
EOL-278161,Oracle Linux SEoL (6.x),worker-summit-10973.labs.local,EOL-3631,10.24.42.221,ALP-REPORT-SYS,High
EOL-421625,CentOS Linux SEoL (5.x),cache-cedar-08829.test.internal,EOL-9759,10.24.34.125,ALP-REPORT-SYS,High
EOL-911568,Red Hat Enterprise Linux SEoL (6.x),cache-atlas-19664.corp.local,EOL-4808,10.24.76.208,ALP-REPORT-SYS,High
EOL-192544,Windows Server SEoL (2012 R2),auth-quartz-15539.assets.local,EOL-3171,10.24.60.179,ALP-REPORT-SYS,Critical
EOL-961911,CentOS Linux SEoL (5.x),batch-charlie-04493.assets.local,EOL-6070,10.24.17.141,ALP-REPORT-SYS,Critical
EOL-646790,Ubuntu Linux SEoL (14.04),node-quartz-07874.corp.local,EOL-4465,10.24.30.194,ALP-REPORT-SYS,High
EOL-606975,Ubuntu Linux SEoL (16.04),svc-bravo-13607.corp.local,EOL-6713,10.24.53.39,ALP-REPORT-SYS,High
EOL-475654,Windows Server SEoL (2012 R2),node-summit-16861.ops.local,EOL-3499,10.24.65.221,ALP-REPORT-SYS,High
EOL-478122,Windows Server SEoL (2012 R2),db-nova-14052.example.internal,EOL-3621,10.24.54.228,ALP-REPORT-SYS,Critical
EOL-678096,Red Hat Enterprise Linux SEoL (6.x),etl-charlie-18471.example.internal,EOL-1115,10.24.72.39,ALP-REPORT-SYS,High
EOL-666243,CentOS Linux SEoL (3.x),queue-alpha-07077.example.internal,EOL-6592,10.24.27.165,ALP-REPORT-SYS,Critical
EOL-421927,Windows Server SEoL (2008 R2),dmz-quartz-04785.example.internal,EOL-7913,10.24.18.177,ALP-REPORT-SYS,Critical
EOL-412521,Windows Server SEoL (2012 R2),db-orion-06151.test.internal,EOL-5527,10.24.24.7,ALP-REPORT-SYS,Critical
EOL-708832,CentOS Linux SEoL (4.x),web-bravo-07709.assets.local,EOL-4122,10.24.30.29,ALP-REPORT-SYS,High
EOL-446098,CentOS Linux SEoL (5.x),node-alpha-00366.ops.local,EOL-5925,10.24.1.110,ALP-REPORT-SYS,High
EOL-980691,Ubuntu Linux SEoL (14.04),auth-summit-07875.test.internal,EOL-1717,10.24.30.195,ALP-REPORT-SYS,Critical
EOL-858911,Oracle Linux SEoL (6.x),batch-echo-06432.test.internal,EOL-5373,10.24.25.32,ALP-REPORT-SYS,Critical
EOL-194645,CentOS Linux SEoL (5.x),queue-echo-07064.ops.local,EOL-4663,10.24.27.152,ALP-REPORT-SYS,High
EOL-631003,Windows Server SEoL (2008 R2),worker-delta-03143.corp.local,EOL-2442,10.24.12.71,ALP-REPORT-SYS,High
EOL-141064,CentOS Linux SEoL (5.x),dmz-matrix-10525.test.internal,EOL-9060,10.24.41.29,ALP-REPORT-SYS,High
EOL-604604,Ubuntu Linux SEoL (14.04),int-raven-08264.example.internal,EOL-3731,10.24.32.72,ALP-REPORT-SYS,Critical
EOL-641672,Ubuntu Linux SEoL (14.04),db-delta-08703.test.internal,EOL-9007,10.24.33.255,BRA-POSTGRES-APP,High
EOL-429314,CentOS Linux SEoL (5.x),dmz-quartz-04234.example.internal,EOL-7609,10.24.16.138,BRA-POSTGRES-APP,High
EOL-946482,CentOS Linux SEoL (5.x),mon-charlie-03453.ops.local,EOL-4018,10.24.13.125,BRA-POSTGRES-APP,Critical
EOL-672669,CentOS Linux SEoL (5.x),portal-pixel-12778.example.internal,EOL-9546,10.24.49.234,BRA-POSTGRES-APP,Critical
EOL-985442,CentOS Linux SEoL (3.x),portal-quartz-12754.labs.local,EOL-5500,10.24.49.210,BRA-POSTGRES-APP,High
EOL-573803,Windows Server SEoL (2012 R2),proxy-raven-10528.example.internal,EOL-8769,10.24.41.32,BRA-POSTGRES-APP,High
EOL-193065,CentOS Linux SEoL (4.x),web-cedar-17396.ops.local,EOL-4938,10.24.67.244,BRA-POSTGRES-APP,High
EOL-391853,CentOS Linux SEoL (3.x),etl-vector-14712.test.internal,EOL-9271,10.24.57.120,BRA-POSTGRES-APP,High
EOL-128566,CentOS Linux SEoL (3.x),mon-charlie-06467.ops.local,EOL-3134,10.24.25.67,BRA-POSTGRES-APP,Critical
EOL-683450,CentOS Linux SEoL (5.x),db-falcon-15376.ops.local,EOL-8950,10.24.60.16,BRA-POSTGRES-APP,High
EOL-847138,Red Hat Enterprise Linux SEoL (6.x),db-cedar-13393.labs.local,EOL-8113,10.24.52.81,BRA-POSTGRES-APP,High
EOL-266153,Ubuntu Linux SEoL (14.04),report-charlie-11752.assets.local,EOL-1417,10.24.45.232,BRA-POSTGRES-APP,High
EOL-707902,Ubuntu Linux SEoL (14.04),jump-bravo-14854.assets.local,EOL-2270,10.24.58.6,BRA-POSTGRES-APP,High
EOL-579633,Red Hat Enterprise Linux SEoL (6.x),etl-echo-14843.corp.local,EOL-2526,10.24.57.251,BRA-POSTGRES-APP,High
EOL-732117,Ubuntu Linux SEoL (16.04),worker-harbor-04647.ops.local,EOL-2671,10.24.18.39,BRA-POSTGRES-APP,High
EOL-259573,Red Hat Enterprise Linux SEoL (6.x),auth-vector-02733.example.internal,EOL-5694,10.24.10.173,BRA-POSTGRES-APP,High
EOL-265287,CentOS Linux SEoL (5.x),node-summit-07688.test.internal,EOL-8031,10.24.30.8,BRA-POSTGRES-APP,High
EOL-858227,Windows Server SEoL (2012 R2),edge-alpha-17924.assets.local,EOL-5987,10.24.70.4,BRA-POSTGRES-APP,High
EOL-235697,Windows Server SEoL (2012 R2),dmz-bravo-13183.assets.local,EOL-8592,10.24.51.127,BRA-POSTGRES-APP,High
EOL-516553,Windows Server SEoL (2012 R2),jump-echo-19293.example.internal,EOL-2244,10.24.75.93,BRA-POSTGRES-APP,High
EOL-197562,Oracle Linux SEoL (6.x),web-alpha-15663.labs.local,EOL-7510,10.24.61.47,BRA-POSTGRES-APP,Critical
EOL-273007,Windows Server SEoL (2012 R2),proxy-summit-18145.test.internal,EOL-3485,10.24.70.225,BRA-POSTGRES-APP,High
EOL-338360,Ubuntu Linux SEoL (14.04),cache-orion-14542.labs.local,EOL-9555,10.24.56.206,BRA-POSTGRES-APP,High
EOL-110622,Oracle Linux SEoL (6.x),svc-echo-08670.corp.local,EOL-5386,10.24.33.222,BRA-POSTGRES-APP,High
EOL-502162,Ubuntu Linux SEoL (16.04),mon-charlie-06186.corp.local,EOL-8114,10.24.24.42,BRA-POSTGRES-APP,High
EOL-540673,Ubuntu Linux SEoL (14.04),edge-delta-08741.test.internal,EOL-6270,10.24.34.37,BRA-POSTGRES-APP,High
EOL-626764,CentOS Linux SEoL (3.x),portal-atlas-19159.ops.local,EOL-2421,10.24.74.215,BRA-POSTGRES-APP,High
EOL-988037,Ubuntu Linux SEoL (14.04),edge-harbor-05354.corp.local,EOL-2691,10.24.20.234,BRA-POSTGRES-APP,High
EOL-285886,Windows Server SEoL (2012 R2),auth-matrix-19629.ops.local,EOL-1271,10.24.76.173,BRA-POSTGRES-APP,High
EOL-875302,CentOS Linux SEoL (4.x),edge-matrix-17847.labs.local,EOL-3521,10.24.69.183,BRA-POSTGRES-APP,High
EOL-154663,Red Hat Enterprise Linux SEoL (6.x),cache-delta-16650.corp.local,EOL-3970,10.24.65.10,BRA-POSTGRES-APP,High
EOL-972039,Windows Server SEoL (2008 R2),jump-bravo-09446.labs.local,EOL-6843,10.24.36.230,BRA-POSTGRES-APP,High
EOL-112014,CentOS Linux SEoL (4.x),etl-echo-03811.example.internal,EOL-3788,10.24.14.227,BRA-POSTGRES-APP,High
EOL-875356,Ubuntu Linux SEoL (14.04),report-matrix-16446.labs.local,EOL-8357,10.24.64.62,BRA-POSTGRES-APP,High
EOL-427506,CentOS Linux SEoL (4.x),int-charlie-15809.corp.local,EOL-1463,10.24.61.193,BRA-POSTGRES-APP,High
EOL-860013,CentOS Linux SEoL (5.x),report-charlie-01054.assets.local,EOL-9328,10.24.4.30,BRA-POSTGRES-APP,High
EOL-192219,Ubuntu Linux SEoL (16.04),cache-alpha-04109.labs.local,EOL-1568,10.24.16.13,BRA-POSTGRES-APP,Critical
EOL-549329,CentOS Linux SEoL (5.x),proxy-charlie-00154.ops.local,EOL-3968,10.24.0.154,BRA-POSTGRES-APP,Critical
EOL-739913,Ubuntu Linux SEoL (14.04),jump-pixel-03519.corp.local,EOL-2318,10.24.13.191,BRA-POSTGRES-APP,High
EOL-503668,Ubuntu Linux SEoL (16.04),web-vector-17389.test.internal,EOL-3794,10.24.67.237,BRA-POSTGRES-APP,High
EOL-453448,Windows Server SEoL (2012 R2),db-ember-08796.test.internal,EOL-7096,10.24.34.92,BRA-POSTGRES-APP,Critical
EOL-435548,Windows Server SEoL (2008 R2),db-alpha-16420.corp.local,EOL-3524,10.24.64.36,CHA-EDGE-SVC,High
EOL-573365,Windows Server SEoL (2008 R2),auth-echo-13852.example.internal,EOL-5207,10.24.54.28,CHA-EDGE-SVC,Critical
EOL-478006,Ubuntu Linux SEoL (16.04),svc-charlie-04273.assets.local,EOL-1439,10.24.16.177,CHA-EDGE-SVC,High
EOL-434826,Ubuntu Linux SEoL (14.04),auth-atlas-00121.labs.local,EOL-7690,10.24.0.121,CHA-EDGE-SVC,High
EOL-339936,CentOS Linux SEoL (4.x),jump-delta-19329.corp.local,EOL-2229,10.24.75.129,CHA-EDGE-SVC,Critical
EOL-502874,CentOS Linux SEoL (4.x),etl-pixel-08523.corp.local,EOL-4688,10.24.33.75,CHA-EDGE-SVC,High
EOL-112679,CentOS Linux SEoL (4.x),report-zenith-13600.labs.local,EOL-7258,10.24.53.32,CHA-EDGE-SVC,Critical
EOL-758494,Ubuntu Linux SEoL (14.04),etl-quartz-09347.corp.local,EOL-5618,10.24.36.131,CHA-EDGE-SVC,High
EOL-597838,CentOS Linux SEoL (3.x),node-nova-14770.test.internal,EOL-2748,10.24.57.178,CHA-EDGE-SVC,High
EOL-971037,Windows Server SEoL (2012 R2),mon-raven-10322.assets.local,EOL-4675,10.24.40.82,CHA-EDGE-SVC,High
EOL-228441,Windows Server SEoL (2012 R2),dmz-matrix-19234.test.internal,EOL-4986,10.24.75.34,CHA-EDGE-SVC,High
EOL-704080,Red Hat Enterprise Linux SEoL (6.x),auth-zenith-10925.assets.local,EOL-8652,10.24.42.173,CHA-EDGE-SVC,Critical
EOL-827305,Windows Server SEoL (2008 R2),batch-pixel-07367.test.internal,EOL-9675,10.24.28.199,CHA-EDGE-SVC,High
EOL-215181,Oracle Linux SEoL (6.x),proxy-delta-19849.test.internal,EOL-8205,10.24.77.137,CHA-EDGE-SVC,High
EOL-302621,Windows Server SEoL (2008 R2),queue-nova-03376.corp.local,EOL-2294,10.24.13.48,CHA-EDGE-SVC,High
EOL-810512,Ubuntu Linux SEoL (14.04),auth-charlie-17108.ops.local,EOL-4562,10.24.66.212,CHA-EDGE-SVC,Critical
EOL-688152,Ubuntu Linux SEoL (16.04),cache-foxtrot-05671.example.internal,EOL-8571,10.24.22.39,CHA-EDGE-SVC,Critical
EOL-363107,Ubuntu Linux SEoL (14.04),svc-foxtrot-12601.labs.local,EOL-1573,10.24.49.57,CHA-EDGE-SVC,Critical
EOL-245749,CentOS Linux SEoL (5.x),svc-charlie-08098.example.internal,EOL-3180,10.24.31.162,CHA-EDGE-SVC,High
EOL-264488,Windows Server SEoL (2008 R2),edge-summit-18376.assets.local,EOL-2882,10.24.71.200,CHA-EDGE-SVC,Critical
EOL-178471,Windows Server SEoL (2008 R2),svc-summit-07020.example.internal,EOL-9561,10.24.27.108,CHA-EDGE-SVC,High
EOL-223615,CentOS Linux SEoL (3.x),int-atlas-14860.ops.local,EOL-1661,10.24.58.12,CHA-EDGE-SVC,High
EOL-727995,Ubuntu Linux SEoL (14.04),auth-ember-10350.test.internal,EOL-3697,10.24.40.110,CHA-EDGE-SVC,High
EOL-305633,Oracle Linux SEoL (6.x),worker-foxtrot-12589.corp.local,EOL-1604,10.24.49.45,CHA-EDGE-SVC,High
EOL-282302,Ubuntu Linux SEoL (16.04),web-delta-07720.labs.local,EOL-8910,10.24.30.40,CHA-EDGE-SVC,High
EOL-287966,CentOS Linux SEoL (5.x),worker-charlie-11296.labs.local,EOL-5558,10.24.44.32,CHA-EDGE-SVC,High
EOL-619928,CentOS Linux SEoL (3.x),node-cedar-06578.labs.local,EOL-8482,10.24.25.178,CHA-EDGE-SVC,High
EOL-965371,Red Hat Enterprise Linux SEoL (6.x),portal-falcon-06491.example.internal,EOL-8605,10.24.25.91,CHA-EDGE-SVC,High
EOL-191628,Oracle Linux SEoL (6.x),node-cedar-10103.corp.local,EOL-4606,10.24.39.119,CHA-EDGE-SVC,High
EOL-589839,Windows Server SEoL (2008 R2),node-delta-02837.corp.local,EOL-6529,10.24.11.21,CHA-EDGE-SVC,Critical
EOL-915548,Ubuntu Linux SEoL (16.04),cache-orion-07705.corp.local,EOL-2242,10.24.30.25,CHA-EDGE-SVC,Critical
EOL-749811,CentOS Linux SEoL (3.x),api-pixel-12274.test.internal,EOL-4691,10.24.47.242,CHA-EDGE-SVC,Critical
EOL-482229,Ubuntu Linux SEoL (16.04),dmz-summit-17979.test.internal,EOL-7715,10.24.70.59,CHA-EDGE-SVC,High
EOL-904090,Windows Server SEoL (2012 R2),svc-zenith-10976.example.internal,EOL-3336,10.24.42.224,CHA-EDGE-SVC,High
EOL-199840,CentOS Linux SEoL (3.x),jump-raven-17422.ops.local,EOL-5175,10.24.68.14,CHA-EDGE-SVC,High
EOL-959390,CentOS Linux SEoL (5.x),app-quartz-00023.assets.local,EOL-3277,10.24.0.23,CHA-EDGE-SVC,High
EOL-588338,CentOS Linux SEoL (5.x),cache-zenith-05164.labs.local,EOL-4297,10.24.20.44,CHA-EDGE-SVC,Critical
EOL-757447,Ubuntu Linux SEoL (14.04),node-delta-10275.labs.local,EOL-6094,10.24.40.35,CHA-EDGE-SVC,High
